"mean","SE","deff","question","var"
16.8,0.00392469118405656,1.2585829814669,"q33","% negative"
20.8,0.00427433596140826,1.26750999544128,"q33","% neutral"
62.4,0.00506157845992798,1.247167251885,"q33","% positive"
