SE,question,varname,0,1
0.003031291,q36a,Spouse/Partner,75.6,24.4
0.003643004,q36b,Parent/Grandparent,51.8,48.2
0.002753793,q36c,Child/Grandchild,83.2,16.8
0.002075554,q36d,Friend/Neighbour,90.9,9.1
0.002619891,q36e,Relative (any other relationship),84.7,15.3
0.001012432,q36f,Someone else,98,2
